lz_id,lz_status,lz_name,lz_city,lz_county,lz_state,lz_zip,lz_country,lz_type,lock_group_id,added_id,added_time,update_id,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
2045,1,Red Bud Regional Hospital,Red Bud,,IL,62278,,1,0,10,2013-10-10 16:10:35,10,2013-10-10 16:10:35,2045,325 Spring St.,,0,0,0,0,0,0,618-282-3831,,,,,,,,,155.340 PL: 107.2,,,,,78IS,,,,38.209678,-89.996886,,,,40' x 40',,Concrete,Yes - Lighted,420' Surface,Perimeter,0,0,,0,0,,
1893,1,Riverside Medical Center,Kankakee ,,IL,60901,,1,0,10,2013-10-02 23:39:00,2899,2018-09-18 11:45:43,1893,350 N. Wall St.,,2,0,0,0,0,0,815-933-1671,,,,815-9324900,,,,SECURITY,155.340 PL: 110.9,,,,,10IL,,,,41.124967,-87.881131,,,,59&#039; x 59&#039;,,Rooftop,Yes - Lighted,619&#039; Rooftop,Flood&#044; CGY Flashing Beacon,0,0,,0,0,,St. Mary&#039;s Hospital is close by to the east
2047,1,Rochelle Community Hospital,Rochelle,,IL,61068,,1,0,10,2013-10-10 16:17:25,3074,2017-11-27 02:37:34,2047,900 N. 2nd St.,,0,0,0,0,0,0,815-562-2181,815-562-8541 or House Super@81,,,815-562-8541,ER,,,SECURITY,155.340 PL: 156.7,,,,,IL41,,,,41.928178,-89.063619,,,,45&#039; x 45&#039;,,,Yes - Lighted,817&#039; Rooftop,Perimeter&#044; Flood&#044; Beacon,0,0,,0,0,,
30899,1,Roodhouse PELA,Roodhouse,,IL,,,2,0,2737,2017-04-12 23:09:05,2737,2017-04-12 23:09:05,30899,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,39.473533,-90.379786,"South side Fire Station, South side of town",,,,,Short Grass,,,,0,0,,0,0,,
32224,1,Roseland Community Hospital,Chicago,,IL,,,1,0,3074,2017-11-10 23:43:23,3074,2017-11-10 23:43:23,32224,45 West 111th Street,,0,0,0,0,0,0,(773) 995-3000,,,,,,,,,,,,,,,,,,41.692307,-87.625387,,,,,,,,,,0,0,,0,0,,
8381,1,RR1 HWY 141,OMAHA,,IL,,,2,0,1285,2017-03-04 15:58:08,1285,2017-03-04 15:58:08,8381,,,0,0,0,0,0,0,,,,,,,,,,,,,,,WHI13,,,,37.908167,-88.305667,,,,,,,,,,0,0,,0,0,,
1805,1,Rush Copley Medical Center,Aurora,,IL,60504,,1,0,10,2013-09-27 17:58:24,3436,2020-04-20 21:31:14,1805,2000 Ogden Ave.,,2,0,0,0,0,0,630-978-6200,630-978-7944,,,630-499-4717,ER,,,SECURITY,155.340 PL: 186.2,,,,,7IS8,,,,41.728544,-88.271664,,Poles and buildings all quadrants.,Poles and buildings all quadrants.,50&#039; x 50&#039;,,Concrete,Yes - lighted,625&#039;,Beacon&#044; perimeter&#044; flood,0,0,,0,0,,
31690,1,Rush Copley Medical Center - Yorkville,Yorkville,,IL,,,1,0,2899,2017-06-19 16:08:15,3074,2017-11-10 03:30:21,31690,1122 W VETERANS PARKWAY,,0,0,0,0,0,0,630-466-8200,,,,,,,,,,,,,,,,,,41.657721,-88.443624,,,,,,,,,,0,0,,0,0,,CALL SECURITY AT 630-466-8202
2052,1,Salem Township Hospital,Salem,,IL,62881,,1,0,10,2013-10-10 17:01:46,10,2013-10-10 17:01:46,2052,1201 Ricker Dr.,,0,0,0,0,0,0,618-548-3194,,,,,,,,,155.340 PL: 107.2,,,,,5IL9,,,,38.642303,-88.948864,,"78 FT TREES 190 FT NE, 33 FT POLE 150 FT SE, 27 FT POWERLINE 50 FT S, 28 FT POLE 280 FT L, 66 FT TREES 418 FT SW.",,50' x 50',,Concrete,Yes - Lighted,570' Surface,"Perimeter, Flood",0,0,,0,0,,
7374,1,Saline County 001 Ferrell Primary CH,Eldorado,,IL,,,2,0,2595,2017-02-18 17:43:07,2595,2017-02-18 17:43:07,7374,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,37.8075,-88.438833,,,,,,,,,,0,0,,0,0,,
7375,1,Saline County 002 Ferrel Alt. Saline,Eldorado,,IL,,,2,0,2595,2017-02-18 17:45:22,2595,2017-02-18 17:45:22,7375,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,37.816333,-88.4445,,,,,,,,,,0,0,,0,0,,
7376,1,Saline County 003  Carter Farm Saline C,Texas City,,IL,,,2,0,2595,2017-02-18 17:48:39,2595,2017-02-18 17:48:39,7376,142 at Fowler Road,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,37.872333,-88.453333,,,,,,,,,,0,0,,0,0,,
1974,1,Sarah Bush Lincoln Health Center,Mattoon,,IL,61938,,1,0,10,2013-10-08 23:02:23,445,2017-10-20 04:30:31,1974,1000 Health Center Dr.,,0,0,0,0,0,0,217-258-2525,,,,217-258-2551,,,,SECURITY,155.340 PL: 100.0,,,,,21IL,,,,39.489236,-88.273875,,Trees automatically east of helipad. Local airport across the street to the south with moderate small airplane/helicopter traffic.,,50&#039; x 50&#039;,,Concrete,Yes - Lighted,706&#039; Surface,Flood&#044; beacon,0,0,,0,0,,
7067,1,Sesser Admin Bldg,Sesser,,IL,,,2,0,2570,2017-02-11 11:10:52,2626,2018-06-04 20:05:41,7067,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.036273,-88.986727,Admin Bldg,,,,,,,,,0,0,,0,0,Admin Bldg,
7066,1,Sesser Boat ramp,Sesser,,IL,,,2,0,2570,2017-02-11 11:09:24,2626,2018-06-04 20:01:34,7066,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.056595,-88.989501,Boat Ramp,,,,,,,,,0,0,,0,0,Boat Ramp,
7065,1,Sesser Fire Dept,Sesser,,IL,,,2,0,2570,2017-02-11 11:07:04,2626,2018-06-04 21:26:06,7065,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.082245,-89.054473,,,,,,,,,,0,0,,0,0,,
1892,1,Silver Cross Hospital,New Lenox,,IL,60432,,1,0,10,2013-10-02 23:34:33,445,2017-10-20 04:41:11,1892,1900 Silver Cross Blvd,(Joliet),2,0,0,0,0,0,815-740-1100,,,,815-300-7301,,,,SECURITY,155.340 PL: 110.9,,,,,09IL,,,,41.545564,-87.981978,,,,40&#039; x 40&#039;,,Concrete,Yes - Lighted,610&#039; Surface,Perimeter&#044; Flood&#044; Beacon,0,0,,0,0,,
8374,1,SPRINGERTON WHTE CO,SPRINGERTON,,IL,,,2,0,1285,2017-03-04 15:48:40,1285,2017-03-04 15:48:40,8374,,,0,0,0,0,0,0,,,,,,,,,,,,,,,WHI06,,,,38.174167,-88.350167,,,,,,,,,,0,0,,0,0,,
1993,1,SSM Health Good Samaritan,Mt. Vernon,,IL,62864,,1,0,10,2013-10-08 23:55:14,3074,2017-10-21 20:45:34,1993,1 Good Samaritan Way,,0,0,0,0,0,0,618-242-4600 x2000,,,,,,,,,155.340 PL: 118.8,,,,,4I6,,,,38.297211,-88.937739,,,,48&#039; x 48&#039;,,Concrete,Yes - Lighted,501&#039; Surface,Beacon&#044; Perimeter&#044; Flood,0,0,,0,0,,
1887,1,St. Alexius Medical Center,Hoffman Estates,,IL,60194,,1,0,10,2013-10-02 21:56:00,3436,2019-03-12 22:30:16,1887,1555 N. Barrington Rd.,,2,0,0,0,0,0,847-843-2000,,,,847-843-2000 EXT 6685 or 6684,,,,SECURITY,155.400 PL: 85.4,,,,,IL03,,,,42.053,-88.13995,,,,45&#039; x 45&#039;,,Rooftop,Yes - lighted,807&#039; Rooftop,Perimeter&#044; beacon&#044; flood,0,0,,0,0,,
1780,1,St. Anthony's Health Center,Alton,,IL,62202,,1,0,10,2013-09-22 13:31:37,10,2013-09-22 13:31:37,1780,St. Anthony's Way,,0,0,0,0,0,0,618-465-2571,,,,,,,,,155.340,,,,,03IS,,,,38.907658,-90.174406,,,,,,Concrete,YES,580',"Perimeter, beacon",0,0,,0,0,,
1853,1,St. Anthony's Memorial Hospital,Effingham,,IL,62401,,1,0,10,2013-09-29 01:13:15,10,2013-09-29 01:13:15,1853,503 N. Maple St.,,0,0,0,0,0,0,217-342-2121,,,,,,,,,155.340 PL: 192.8,,,,,11IS,,,,39.124653,-88.550253,,"2 towers in vicinity, one slightly south and one due east",,40' x 40',,Concrete,Yes - lighted,589',"Perimeter, Beacon",0,0,,0,0,,Be sure to contact hospital security via calling ER on 340 prior to landing so they can shut down driveway behind heliport.
1808,1,St. Elizabeth's Hospital,Belleville,,IL,62222,,1,0,10,2013-09-27 19:30:24,10,2013-09-27 19:31:40,1808,211 S. 3rd St.,,0,0,0,0,0,0,618-234-2120,,,,,,,,,155.160 PL:146.2,,,,,IL73,,,,38.509758,-89.9885,,30 FT POLE 40 FT NORTH AND 10 FT POLE 100 FT WEST AND 35 FT BLDG 140 FT NORTHWEST AND 50 FT CHURCH BLDG 110 FT NORTHEAST OF HELIPAD.,,40&#039; x 40&#039;,,Concrete,Yes - lighted,564&#039;,Perimeter&#044; flood&#044; beacon,0,0,,0,0,,
1903,1,St. Francis Hospital,Litchfield,,IL,62056,,1,0,10,2013-10-03 23:28:40,10,2013-10-03 23:28:40,1903,P.O. Box 1215,,0,0,0,0,0,0,217-324-2191,,,,,,,,,155.340 PL: 85.4,,,,,73IL,,,,39.181328,-89.640275,,,,50' x 50',,Concrete - Surface,Yes - Lighted,690' Surface,"Perimeter, Beacon",0,0,,0,0,,
2042,1,St. James Hospital,Pontiac,,IL,61764,,1,0,10,2013-10-10 16:00:27,3074,2017-10-21 20:19:52,2042,2500 W. Reynolds St.,,0,0,0,0,0,0,815-842-4987,,,,815-842-4987,,,,ED,155.340 PL: 118.8,,,,,LL42,,,,40.870986,-88.680736,,35 FT PLINE 890 FT NORTH&#044; 44 FT BLDG 580 FT NW; AND BLDGS 180 FT EAST OF PAD.,,56&#039; x 56&#039;,,Concrete,Yes - Lighted,660&#039; Surface,Perimeter&#044; Flood,0,0,,0,0,,
31733,1,St. John's Hospital-Springfield ,Springfield ,,IL,62769,,1,0,2901,2017-06-21 12:56:00,3436,2019-03-13 11:22:35,31733,800 E Carpenter St,,0,0,0,0,0,0,217-544-6464,,,,217-544-6464*44020,,,,,,,,,,,,,,39.805729,-89.645185,,,,,,,,,,0,0,,0,0,,"Alternate number ER (217-544-6464) press number 2.
Updated 10/2017"
1994,1,St. Joseph Memorial Hospital,Murphysboro,,IL,62966,,1,0,10,2013-10-08 23:58:36,10,2013-10-08 23:58:36,1994,2 South Hospital Dr.,,0,0,0,0,0,0,618-684-3156,,,,,,,,,155.340 PL: 114.8,,,,,IS38,,,,37.773517,-89.325483,,,,40' x 40',,Concrete,Yes,405' Surface,Perimeter,0,0,,0,0,,
1812,1,St. Joseph's Hospital,Breese,,IL,62230,,1,0,10,2013-09-27 23:22:20,10,2013-09-27 23:22:20,1812,9515 Holy Cross Lane,,0,0,0,0,0,0,618-526-4511,,,,,,,,,155.340 PL: 97.4,,,,,8IS0,,,,38.626797,-89.524067,,,,30' x 30',,Concrete,Yes - lighted,755',"Beacon, flood",0,0,,0,0,,
33068,1,St. Louis Downtown Airport,CAHOKIA,,IL,62206-1445,,3,0,2597,2018-11-24 17:45:42,2597,2018-11-24 17:51:27,33068,6100 ARCHVIEW DRIVE,,0,0,0,0,0,0,618-337-6060,,,,,,,,,,,,,,KCPS,"CTAF: 119.925 / UNICOM: 122.95 / DOWNTOWN GROUND: 121.8 [0630-2200] / DOWNTOWN TOWER: 119.925 379.3 [0630-2200] / SAINT LOUIS APPROACH: 123.7 / SAINT LOUIS DEPARTURE: 123.7 / CLEARANCE DELIVERY: 	118.275 121.8 WHEN TWR CLSD",ATIS: 121.45 / WX ASOS: PHONE 618-332-0001,"CSXr139/14.6		CARDINAL VOR/DME		116.45		00E",38.577014,-90.158972,"Airport Operations
Airport use: 	Open to the public
Activation date: 	04/1940
Control tower: 	yes
ARTCC: 	KANSAS CITY CENTER
FSS: 	SAINT LOUIS FLIGHT SERVICE STATION
NOTAMs facility: 	CPS (NOTAM-D service available)
Attendance: 	CONTINUOUS
Wind indicator: 	lighted
Segmented circle: 	no
Lights: 	HIRL RY 12R/30L PRESET ON MED INTST WHEN ATCT CLSD&#044; MIRL RY 12L/30R NOT AVBL WHEN ATCT C LSD - ACTVT MALSR RY 30L WHEN ATCT CLSD - CTAF.
Beacon: 	white-green (lighted land airport)
Operates sunset to sunrise.
Fire and rescue: 	ARFF index A
Airline operations: 	AVBL MON-FRI 0700-2100&#044; OT AND ARFF INDEX B BY REQ 618-337-6060.
UNSCHEDULED AIR CARRIER OPERATIONS GREATER THAN 30 PASSENGER SEATS REQUIRE 12 HOUR PRIOR PERMISSION. AVAILABLE MONDAY - SUNDAY (0700-2100) OTHER TIMES REQUEST SERVICE AT 618-337-6060.
International operations: customs landing rights airport","Additional Remarks
- 	MIGRATORY WATERFOWL ON & INVOF ARPT.
- 	DURG DALGT HRS & WHEN ATCT CLSD RIGHT TFC RYS 12R & 30R .
- 	BE ALERT; INTENSIVE STUDENT TRAINING AND HELICOPTER OPNS.
- 	RY 12R/30L W.B.C. GROSS WT - 2S - 160.
- 	ALL TWYS EXCP TWY A4 & B4 PPR ACFT OVER 120000 LBS.
- 	TWY B2 S 400 FT CLSD BTN TWY B & B1.","Runway Information
Runway 12R/30L
Dimensions: 	7002 x 150 ft. / 2134 x 46 m
Surface: 	asphalt/grooved&#044; in excellent condition
Weight bearing capacity: 	
PCN 48 /F/D/X/T
Single wheel: 	65.0
Double wheel: 	95.0
Double tandem: 	175.0&#044; 2D - 200 WITH PPR.
Runway edge lights: 	high intensity
RUNWAY 12R	  	RUNWAY 30L
Latitude: 	38-34.440105N		38-33.825097N
Longitude: 	090-09.903908W		090-08.660762W
Elevation: 	412.4 ft.		408.0 ft.
Gradient: 	0.1%		0.1%
Traffic pattern: 	right		left
Runway heading: 	122		302
Declared distances: 	TORA:7002 TODA:7002 ASDA:7002 LDA:7002		TORA:7002 TODA:7002 ASDA:7002 LDA:7002
Markings: 	precision&#044; in good condition		precision&#044; in good condition
Visual slope indicator: 	4-light PAPI on left (3.00 degrees glide path)
RY 12R PAPI&#044; OPERATE CONTINUOUSLY.		4-light PAPI on left (3.00 degrees glide path)
RY 30L PAPI&#044; OPERATE CONTINUOUSLY.
Approach lights: 			MALSR: 1&#044;400 foot medium intensity approach lighting system with runway alignment indicator lights
Runway end identifier lights: 	yes		no
Touchdown point: 	yes&#044; no lights		yes&#044; no lights
Instrument approach: 			ILS
Obstructions: 	30 ft. tree&#044; 809 ft. from runway&#044; 487 ft. left of centerline&#044; 20:1 slope to clear		29 ft. pole&#044; 1688 ft. from runway&#044; 362 ft. left of centerline&#044; 36:1 slope to clear
Runway 12L/30R
Dimensions: 	5301 x 75 ft. / 1616 x 23 m
Surface: 	concrete&#044; in fair condition
Weight bearing capacity: 	
PCN 10 /F/D/X/T
Single wheel: 	30.0
Double wheel: 	30.0
Runway edge lights: 	medium intensity
Operational restrictions: 	NOT AVBL FOR ACR OPNS EXCEPT FOR TAXI OPNS.
RUNWAY 12L	  	RUNWAY 30R
Latitude: 	38-34.426480N		38-33.960907N
Longitude: 	090-09.492553W		090-08.551543W
Elevation: 	410.0 ft.		406.5 ft.
Traffic pattern: 	left		right
Runway heading: 	122		302
Declared distances: 	TORA:5300 TODA:5300 ASDA:5300 LDA:5300		TORA:5300 TODA:5300 ASDA:5300 LDA:5300
Markings: 	nonprecision&#044; in fair condition		nonprecision&#044; in fair condition
Runway end identifier lights: 	yes		yes
Touchdown point: 	yes&#044; no lights		yes&#044; no lights
Obstructions: 	96 ft. tree&#044; 3817 ft. from runway&#044; 254 ft. left of centerline&#044; 37:1 slope to clear		72 ft. tree&#044; 2664 ft. from runway&#044; 306 ft. right of centerline&#044; 34:1 slope to clear
Runway 5/23
Dimensions: 	2799 x 75 ft. / 853 x 23 m
Surface: 	asphalt&#044; in fair condition
Weight bearing capacity: 	
PCN 11 /R/C/W/T
Single wheel: 	12.0
Runway edge lights: 	medium intensity
Operational restrictions: 	NOT AVAILABLE FOR AIR CARRIER OPERATIONS EXCEPT TAXI OPERATIONS.
RUNWAY 5	  	RUNWAY 23
Latitude: 	38-34.341392N		38-34.656068N
Longitude: 	090-10.111893W		090-09.682603W
Elevation: 	410.0 ft.		408.6 ft.
Gradient: 	0.4%		0.4%
Traffic pattern: 	left		left
Runway heading: 	047		227
Declared distances: 	TORA:2799 TODA:2799 ASDA:2799 LDA:2799		TORA:2799 TODA:2799 ASDA:2799 LDA:2799
Markings: 	basic&#044; in fair condition		basic&#044; in fair condition
Runway end identifier lights: 	no		no
Touchdown point: 	yes&#044; no lights		yes&#044; no lights
Obstructions: 	58 ft. tree&#044; 839 ft. from runway&#044; 58 ft. right of centerline&#044; 11:1 slope to clear		72 ft. tower&#044; lighted&#044; 1647 ft. from runway&#044; 16 ft. right of centerline&#044; 20:1 slope to clear",,,asphalt&#044; in good condition,Wind indicator: lighted / Segmented circle: yes,412.9 ft. / 125.9 m,"Lights: 	HIRL RY 12R/30L PRESET ON MED INTST WHEN ATCT CLSD&#044; MIRL RY 12L/30R NOT AVBL WHEN ATCT C LSD - ACTVT MALSR RY 30L WHEN ATCT CLSD - CTAF. Beacon: 	white-green (lighted land airport) Operates sunset to sunrise.",1,1,KSUS,38.662111,-90.652056,Spirit of St. Louis Airport,
2058,1,St. Margaret's Hospital,Spring Valley,,IL,61362,,1,0,10,2013-10-10 17:32:14,3074,2017-10-21 20:33:13,2058,600 E. First St.,,0,0,0,0,0,0,815-664-5311,,,,815-664-5311,,,,SECURITY,155.340 PL: 162.2,,,,,3LL7,,,,41.32975,-89.191189,,4 STORY HOSPITAL-600&#039; S & SW&#044;100&#039; HIGH STACK 300&#039; SOUTH&#044;60&#039; HIGH TREES N & S&#044;RAVINE EAST & LIGHTED PARKING LOT WEST BOUNDARY.,,60&#039; x 60&#039;,,Concrete,Yes - Lighted,625&#039; Surface,Flood&#044; Beacon,0,0,,0,0,,
1837,1,St. Mary of Nazareth Hospital,Chicago,,IL,60622,,1,0,10,2013-09-28 14:50:37,3074,2017-10-21 20:35:35,1837,2233 W Division St.,,0,0,0,0,0,0,(312) 770-2000,,,,,,,,,155.340 PL:162.2,,,,,6IS7,,,,41.902667,-87.682583,,MKD PLINE N OF PAD & 240&#039;BLDG 300&#039;W.,,80&#039; x 80&#039;,,Concrete,Yes - lighted,640&#039;,Perimeter&#044; beacon (see comments),0,0,,0,0,,For Beacon&#044; call 312-770-2457.
1824,1,St. Mary's Good Samaritan,Centralia ,,IL,62801,,1,0,10,2013-09-28 13:04:51,10,2013-09-28 13:04:51,1824,400 N. Pleasant,,0,0,0,0,0,0,618-532-6731,,,,,,,,,155.340 PL: 127.3,,,,,98IL,,,,38.5318,-89.11945,,50 FT BLDG 80 FT N; 30 FT BLDG 110 FT W; 30 FT PLINE 340 FT N; 60 FT TREES 523 FT SW.,,40' x 40',,Concrete,Yes - lighted,490',"Beacon, Perimeter, Flood",0,0,,0,0,,
2051,1,Swedish American Hospital,Rockford,,IL,61104,,1,0,10,2013-10-10 16:59:07,3436,2019-07-02 13:11:33,2051,1401 E. State St.,,2,0,0,0,0,0,779-696-4400,,,,815-489-4092,,,,SECURITY,155.340 PL: 103.5,,,,,09IS,,,,42.265858,-89.073553,,,,,,Rooftop,Yes - Lighted,874&#039; Rooftop,Perimeter&#044; Flood&#044; Beacon,0,0,,0,0,,Effective Tuesday February 19&#044; 2019 at 0600 the Helipad at Swedish American Hospital in Rockford will be open for normal operations.
31678,1,Swedish American Medical Center - Belvidere,Belvidere,,IL,61008,,1,0,2899,2017-06-19 15:20:06,445,2017-10-21 21:21:50,31678,1625 S State Street,,0,0,0,0,0,0,815-547-5441,,,,,,,,,,,,,,,,,,42.242994,-88.839835,LOCATED ON CORPORATED PKWY JUST EAST OF KEENE; CREW LANDS IN OPEN FIELD,,,,,,,,,0,0,,0,0,,LZ IS LOCATED ON CORPORATED PKWY JUST EAST OF KEENE; CREW LANDS IN OPEN FIELD; REQUIRES GROUND AMBULANCE
32222,1,Swedish Covenant,Chicago,,IL,,,1,0,3074,2017-11-10 02:28:24,3074,2017-11-10 02:28:24,32222,5145 N California Ave,,0,0,0,0,0,0,(773) 878-8200,,,,,,,,,,,,,,,,,,41.975224,-87.698167,*VERTIPORT*,,,,,,,,,0,0,,0,0,,
2062,1,Taylorville Memorial Hospital,Taylorville,,IL,62568,,1,0,10,2013-10-10 17:50:02,10,2013-10-10 17:50:02,2062,201 E. Pleasant,,0,0,0,0,0,0,217-824-1310,,,,,,,,,155.340 PL: 141.3,,,,,2LL0,,,,39.554475,-89.294828,,TAZ Airport 2 NM @ 240 Degrees,,44' x 44',,Concrete,Yes - Lighted,620' Surface,Perimeter,0,0,,0,0,,
1828,1,Touchette Regional Hospital,Centreville,,IL,62207,,1,0,10,2013-09-28 13:41:27,10,2013-09-28 13:41:27,1828,5900 Bond Ave.,,0,0,0,0,0,0,618-332-3060,,,,,,,,,155.340 PL:114.8,,,,,LL59,,,,38.570475,-90.107564,,Unlit tower west of heliport. 65 FT TREES 520 FT SE OF LNDG AREA; 22 FT POLE 196 FT NW OF LNDG AREA; 25 FT PLINE 300 FT NW OF LNDG AREA; 108 FT TWR 640 FT W OF LNDG AREA.,,40' x 40',,Concrete,Yes - lighted,416',"Perimeter, beacon, flood",0,0,,0,0,,Within CPS Class D Airspace
1984,1,Trinity Medical Center,Rock Island,,IL,61201,,1,0,10,2013-10-08 23:31:50,2899,2017-06-19 14:30:12,1984,2701 7th St.,,0,0,0,0,0,0,309-779-5000,,,,309-793-2121,,,,SECURITY,155.340,,,,,IS97,,,,41.467747,-90.532142,,,,40&#039; x 40&#039;,,Concrete,Yes - Lighted,570&#039; Surface,Perimter&#044; Flood,0,0,,0,0,,
2048,1,Trinity Medical Center West,Rock Island,,IL,61201,,1,0,10,2013-10-10 16:22:23,10,2013-10-10 16:22:23,2048,2701 17th St.,,0,0,0,0,0,0,309-793-2121,,,,,,,,,155.340 PL: 179.9,,,,,0IS0,,,,41.481881,-90.571178,,WITHIN 1/2 MILE 185' WATER TWR LIGHTED; WITHIN 3/4 MILE 138' BLDG LIGHTED.,,40' x 40',,Concrete,Yes - Lighted,664' Surface,"Perimeter, Flood, Beacon",0,0,,0,0,,
1802,1,Union County Hospital,Anna,,IL,62906,,1,0,10,2013-09-27 16:04:49,10,2013-09-27 16:04:49,1802,517 Main St.,,0,0,0,0,0,0,618-833-4511,,,,,,,,,155.340 PL: 136.5,,,,,4IS0,,,,37.463961,-89.246653,,,,40' x 40',,Concrete,Yes - lighted,624',"Perimeter, beacon",0,0,,0,0,,
1841,1,University of Chicago Medicine,Chicago,,IL,60637,,1,0,10,2013-09-28 20:28:11,4054,2020-08-09 05:08:45,1841,5841 S. Maryland,,1,1,1,1,1,1,773-702-1000,773-947-7422 or 773-947-7423,,,773-702-3222,er,,,UCAN,UCAN Control: 129.475,,,,,4IS3,,,,41.790956,-87.605389,"call UCAN AT 800-621-7827 for helipad assignment as there are 2 helipads
Security direct 773-702-6262",,,38&#039; x 30&#039;,,Rooftop,Yes - lighted,615&#039;,perimeter&#044; flood&#044; beacon,0,0,,0,0,Transient A/C must coordinate use of alternate landing site on south side of hospital.,
1913,1,VA Medical Center,Marion,,IL,62959,,1,0,10,2013-10-04 22:59:48,10,2013-10-04 22:59:48,1913,2401 W. Main St.,,0,0,0,0,0,0,618-997-5311,,,,,,,,,155.340,,,,,58IS,,,,37.723089,-88.954903,,,SW only,50' x 50',,Concrete - Surface,Yes - Lighted,464' Surface,"Perimeter, Beacon",0,0,,0,0,,
31672,1,VERTIPORT CHICAGO,CHICAGO,,IL,,,4,0,2899,2017-06-19 14:59:36,3074,2017-11-20 21:59:23,31672,1339 S WOOD,,0,0,0,0,0,0,312-995-6161,,,,,,,,,,,,,,43IL,,,123.05,41.863961,-87.671267,,,,,,,,,,0,0,,0,0,,
2067,1,Vista Medical Center East,Waukegan,,IL,60085,,1,0,10,2013-10-10 18:06:23,2899,2019-08-03 19:36:34,2067,1324 N. Sheridan Rd.,,2,0,0,0,0,0,847-360-3000,,,,847-360-4036,,,,SECURITY,155.400 PL: 203.5,,,,,7LL2,,,,42.377686,-87.833411,raised helipad,helipad is about 6&quot; higher than the ground&#044; remind security to bring ramps to close the gap.,,42&#039; x 42&#039;,,Concrete,Yes - Lighted,624&#039; Surface,Flood&#044; Beacon,0,0,,0,0,,
2066,1,Vista Medical Center West,Waukegan,,IL,60085,,1,0,10,2013-10-10 18:03:53,3074,2018-03-16 15:03:17,2066,2615 W. Washington St.,,0,0,0,0,0,0,847-360-2017,,,,847-3602791,,,,SECURITY,,,,,,7LL1,,,,42.359108,-87.865686,,,,40&#039; x 40&#039;,,Concrete,Yes - Lighted,727&#039; Surface,Perimeter&#044; Beacon,0,0,,0,0,,CLOSED as of 3/2/2018. New name Lake Behavioral Hospital
1902,1,Vista Surgery Center,Lindenhurst,,IL,60046,,1,0,10,2013-10-03 23:20:14,445,2017-10-21 21:46:36,1902,1050 Red Oak Ln.,,0,0,0,0,0,0,847-356-4710,,,,847-356-4705,,,,SECURITY,,,,,,8IS8,,,,42.413039,-88.056706,,,,40&#039; x 40&#039;,,Concrete - Surface,Yes - Lighted,809&#039; Surface,Perimeter,0,0,,0,0,,
31040,1,Wabash county 02 Beckermans,Mt carmel,,IL,,,2,0,2648,2017-04-14 22:23:20,2648,2017-04-14 22:23:20,31040,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.40795,-87.84055,,,,,,,,,,0,0,,0,0,,
31041,1,Wabash county 03 Bellmont,Bellmont,,IL,,,2,0,2648,2017-04-14 22:24:29,2648,2017-04-14 22:24:29,31041,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.387083,-87.921683,,,,,,,,,,0,0,,0,0,,
31043,1,Wabash county 04 Keensburg,Keensburg,,IL,,,2,0,2648,2017-04-14 22:25:37,2648,2017-04-14 22:25:37,31043,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.3497,-87.86795,,,,,,,,,,0,0,,0,0,,
31044,1,Wabash county 05 Beall woods,Mt carmel,,IL,,,2,0,2648,2017-04-14 22:26:56,2648,2017-04-14 22:26:56,31044,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.351033,-87.83395,,,,,,,,,,0,0,,0,0,,
31046,1,Wabash county 06 Cowling,Cowling,,IL,,,2,0,2648,2017-04-14 22:27:52,2648,2017-04-14 22:27:52,31046,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.3127,-87.939933,,,,,,,,,,0,0,,0,0,,
31047,1,Wabash county 07 lick prarie,Lick Prarie,,IL,,,2,0,2648,2017-04-14 22:29:00,2648,2017-04-14 22:29:00,31047,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.4744,-87.909933,,,,,,,,,,0,0,,0,0,,
31049,1,Wabash county 08 Mesa Lake,Friendsville,,IL,,,2,0,2648,2017-04-14 22:30:15,2648,2017-04-14 22:30:15,31049,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38.52555,-87.8511,,,,,,,,,,0,0,,0,0,,
